Order_ID;Method;Status
O01055;Transfer;Paid
O01056;QRIS;Paid
O01057;Credit Card;Paid
O01058;Transfer;Paid
O01059;E-Wallet;Failed
O01060;Transfer;Paid
O01061;Transfer;Failed
O01062;QRIS;Paid
O01063;COD;Paid
O01064;Transfer;Paid
O01065;Transfer;Failed
O01066;QRIS;Failed
O01067;COD;Paid
O01068;Credit Card;Paid
O01069;Transfer;Paid
O01070;Transfer;Paid
O01071;Credit Card;Failed
O01072;COD;Paid
O01073;Credit Card;Paid
O01074;QRIS;Paid
O01075;E-Wallet;Paid
O01076;COD;Paid
O01077;COD;Paid
O01078;Credit Card;Paid
O01079;Credit Card;Failed
O01080;Credit Card;Paid
O01081;Transfer;Failed
O01082;Transfer;Failed
O01083;Transfer;Paid
O01084;COD;Failed
O01085;Credit Card;Paid
O01086;Transfer;Failed
O01087;Transfer;Paid
O01088;E-Wallet;Failed
O01089;Credit Card;Failed
O01090;COD;Paid
O01091;E-Wallet;Paid
O01092;E-Wallet;Paid
O01093;QRIS;Paid
O01094;QRIS;Paid
O01095;QRIS;Failed
O01096;COD;Paid
O01097;Credit Card;Paid
O01098;Credit Card;Paid
O01099;COD;Paid
O01100;QRIS;Paid
O01101;Credit Card;Paid
O01102;COD;Paid
O01103;E-Wallet;Paid
O01104;E-Wallet;Paid
O01105;Credit Card;Paid
O01106;E-Wallet;Paid
O01107;E-Wallet;Paid
O01108;QRIS;Paid
O01109;Transfer;Paid
O01110;COD;Paid
O01111;QRIS;Failed
O01112;QRIS;Paid
O01113;Transfer;Paid
O01114;COD;Paid
O01115;Transfer;Paid
O01116;E-Wallet;Paid
O01117;Transfer;Paid
O01118;E-Wallet;Paid
O01119;Transfer;Failed
O01120;E-Wallet;Paid
O01121;Credit Card;Paid
O01122;QRIS;Failed
O01123;QRIS;Paid
O01124;E-Wallet;Failed
O01125;QRIS;Paid
O01126;COD;Paid
O01127;E-Wallet;Failed
O01128;Transfer;Paid
O01129;E-Wallet;Paid
O01130;Credit Card;Failed
O01131;QRIS;Paid
O01132;Credit Card;Failed
O01133;COD;Failed
O01134;E-Wallet;Paid
O01135;COD;Failed
O01136;QRIS;Paid
O01137;Transfer;Failed
O01138;QRIS;Failed
O01139;QRIS;Paid
O01140;E-Wallet;Paid
O01141;COD;Paid
O01142;Transfer;Paid
O01143;Credit Card;Paid
O01144;QRIS;Failed
O01145;E-Wallet;Paid
O01146;Transfer;Failed
O01147;Transfer;Failed
O01148;COD;Paid
O01149;E-Wallet;Paid
O01150;Transfer;Paid
O01151;Transfer;Paid
O01152;E-Wallet;Paid
O01153;COD;Failed
O01154;Credit Card;Paid
O01155;COD;Paid
O01156;COD;Paid
O01157;Transfer;Paid
O01158;QRIS;Failed
O01159;E-Wallet;Paid
O01160;COD;Failed
O01161;QRIS;Paid
O01162;Credit Card;Failed
O01163;E-Wallet;Paid
O01164;COD;Failed
O01165;COD;Paid
O01166;QRIS;Paid
O01167;COD;Failed
O01168;Transfer;Paid
O01169;Credit Card;Paid
O01170;QRIS;Paid
O01171;Credit Card;Paid
O01172;E-Wallet;Paid
O01173;Transfer;Paid
O01174;COD;Failed
O01175;E-Wallet;Paid
O01176;QRIS;Paid
O01177;E-Wallet;Paid
O01178;Credit Card;Failed
O01179;Transfer;Paid
O01180;Transfer;Paid
O01181;QRIS;Paid
O01182;Transfer;Failed
O01183;E-Wallet;Paid
O01184;QRIS;Paid
O01185;QRIS;Paid
O01186;Credit Card;Paid
O01187;Transfer;Failed
O01188;COD;Paid
O01189;COD;Paid
O01190;Credit Card;Paid
O01191;QRIS;Paid
O01192;E-Wallet;Paid
O01193;E-Wallet;Paid
O01194;E-Wallet;Paid
O01195;E-Wallet;Paid
O01196;Transfer;Paid
O01197;E-Wallet;Paid
O01198;E-Wallet;Paid
O01199;COD;Paid
O01200;Credit Card;Paid
O01201;COD;Paid
O01202;QRIS;Paid
O01203;E-Wallet;Paid
O01204;Credit Card;Paid
O01205;QRIS;Paid
O01206;Credit Card;Paid
O01207;QRIS;Paid
O01208;Transfer;Paid
O01209;Transfer;Paid
O01210;Transfer;Paid
O01211;QRIS;Paid
O01212;QRIS;Paid
O01213;E-Wallet;Paid
O01214;Transfer;Paid
O01215;QRIS;Paid
O01216;Transfer;Failed
O01217;E-Wallet;Failed
O01218;E-Wallet;Paid
O01219;COD;Paid
O01220;COD;Paid
O01221;E-Wallet;Paid
O01222;COD;Paid
O01223;QRIS;Failed
O01224;QRIS;Paid
O01225;QRIS;Paid
O01226;Credit Card;Failed
O01227;QRIS;Paid
O01228;E-Wallet;Paid
O01229;QRIS;Paid
O01230;COD;Paid
O01231;E-Wallet;Paid
O01232;E-Wallet;Failed
O01233;QRIS;Paid
O01234;Transfer;Failed
O01235;Credit Card;Paid
O01236;QRIS;Paid
O01237;COD;Paid
O01238;QRIS;Failed
O01239;Credit Card;Paid
O01240;E-Wallet;Paid
O01241;COD;Paid
O01242;Credit Card;Paid
O01243;Transfer;Failed
O01244;COD;Failed
O01245;Transfer;Paid
O01246;COD;Failed
O01247;Transfer;Paid
O01248;QRIS;Paid
O01249;COD;Paid
O01250;Credit Card;Failed
O01251;Credit Card;Paid
O01252;COD;Paid
O01253;QRIS;Paid
O01254;COD;Paid
O01255;Credit Card;Paid
O01256;QRIS;Paid
O01257;Credit Card;Paid
O01258;Transfer;Paid
O01259;QRIS;Paid
O01260;COD;Paid
O01261;QRIS;Paid
O01262;Transfer;Failed
O01263;Transfer;Failed
O01264;COD;Failed
O01265;Credit Card;Paid
O01266;E-Wallet;Paid
O01267;Transfer;Paid
O01268;COD;Paid
O01269;Transfer;Paid
O01270;COD;Paid
O01271;E-Wallet;Failed
O01272;E-Wallet;Paid
O01273;Transfer;Failed
O01274;Transfer;Failed
O01275;Credit Card;Paid
O01276;QRIS;Paid
O01277;Credit Card;Paid
O01278;COD;Paid
O01279;COD;Paid
O01280;QRIS;Paid
O01281;E-Wallet;Paid
O01282;QRIS;Paid
O01283;Transfer;Paid
O01284;Transfer;Failed
O01285;Transfer;Paid
O01286;E-Wallet;Paid
O01287;COD;Paid
O01288;COD;Paid
O01289;QRIS;Failed
O01290;COD;Paid
O01291;E-Wallet;Paid
O01292;E-Wallet;Paid
O01293;Transfer;Failed
O01294;Transfer;Paid
O01295;COD;Paid
O01296;Credit Card;Paid
O01297;QRIS;Paid
O01298;COD;Paid
O01299;COD;Failed
O01300;Credit Card;Paid
O01301;COD;Failed
O01302;E-Wallet;Paid
O01303;Transfer;Paid
O01304;COD;Paid
O01305;COD;Paid
O01306;Transfer;Paid
O01307;E-Wallet;Paid
O01308;E-Wallet;Failed
O01309;Credit Card;Paid
O01310;E-Wallet;Paid
O01311;COD;Paid
O01312;QRIS;Paid
O01313;Credit Card;Paid
O01314;E-Wallet;Paid
O01315;Transfer;Paid
O01316;Transfer;Paid
O01317;Credit Card;Failed
O01318;COD;Paid
O01319;COD;Failed
O01320;COD;Paid
O01321;QRIS;Paid
O01322;E-Wallet;Failed
O01323;E-Wallet;Failed
O01324;E-Wallet;Paid
O01325;COD;Failed
O01326;Credit Card;Failed
O01327;Credit Card;Paid
O01328;Transfer;Paid
O01329;Transfer;Paid
O01330;E-Wallet;Paid
O01331;QRIS;Paid
O01332;QRIS;Paid
O01333;E-Wallet;Paid
O01334;Credit Card;Failed
O01335;E-Wallet;Failed
O01336;Credit Card;Paid
O01337;QRIS;Paid
O01338;E-Wallet;Paid
O01339;QRIS;Paid
O01340;COD;Paid
O01341;E-Wallet;Paid
O01342;QRIS;Failed
O01343;QRIS;Paid
O01344;Transfer;Paid
O01345;COD;Paid
O01346;QRIS;Paid
O01347;COD;Paid
O01348;Credit Card;Paid
O01349;QRIS;Paid
O01350;E-Wallet;Paid
O01351;E-Wallet;Paid
O01352;Transfer;Paid
O01353;QRIS;Paid
O01354;COD;Paid
O01355;Credit Card;Paid
O01356;E-Wallet;Paid
O01357;COD;Failed
O01358;COD;Paid
O01359;Credit Card;Failed
O01360;Credit Card;Paid
O01361;Credit Card;Paid
O01362;Transfer;Paid
O01363;COD;Failed
O01364;Credit Card;Paid
O01365;Transfer;Failed
O01366;Transfer;Paid
O01367;Transfer;Paid
O01368;Transfer;Paid
O01369;COD;Failed
O01370;Credit Card;Failed
O01371;COD;Paid
O01372;E-Wallet;Paid
O01373;COD;Paid
O01374;Transfer;Failed
O01375;Transfer;Paid
O01376;COD;Paid
O01377;Credit Card;Paid
O01378;QRIS;Paid
O01379;Transfer;Paid
O01380;Credit Card;Paid
O01381;COD;Failed
O01382;E-Wallet;Paid
O01383;QRIS;Paid
O01384;E-Wallet;Failed
O01385;COD;Paid
O01386;Transfer;Paid
O01387;COD;Failed
O01388;COD;Paid
O01389;QRIS;Failed
O01390;Credit Card;Paid
O01391;Credit Card;Paid
O01392;QRIS;Paid
O01393;Transfer;Failed
O01394;E-Wallet;Paid
O01395;E-Wallet;Paid
O01396;Transfer;Paid
O01397;Credit Card;Paid
O01398;QRIS;Paid
O01399;QRIS;Paid
O01400;Transfer;Failed
O01401;Credit Card;Failed
O01402;Transfer;Paid
O01403;QRIS;Paid
O01404;COD;Paid
O01405;E-Wallet;Paid
O01406;QRIS;Paid
O01407;QRIS;Paid
O01408;Transfer;Paid
O01409;Transfer;Failed
O01410;Credit Card;Paid
O01411;COD;Paid
O01412;QRIS;Paid
O01413;QRIS;Paid
O01414;Transfer;Failed
O01415;QRIS;Failed
O01416;Credit Card;Failed
O01417;COD;Paid
O01418;COD;Paid
O01419;E-Wallet;Paid
O01420;Credit Card;Paid
O01421;Transfer;Failed
O01422;COD;Paid
O01423;Transfer;Paid
O01424;QRIS;Paid
O01425;Credit Card;Paid
O01426;E-Wallet;Failed
O01427;E-Wallet;Paid
O01428;Transfer;Paid
O01429;Transfer;Paid
O01430;Transfer;Paid
O01431;COD;Failed
O01432;COD;Paid
O01433;Credit Card;Paid
O01434;Credit Card;Paid
O01435;E-Wallet;Paid
O01436;QRIS;Paid
O01437;COD;Paid
O01438;COD;Paid
O01439;QRIS;Paid
O01440;Transfer;Paid
O01441;E-Wallet;Failed
O01442;Credit Card;Failed
O01443;Credit Card;Paid
O01444;QRIS;Failed
O01445;Credit Card;Paid
O01446;QRIS;Failed
O01447;QRIS;Paid
O01448;Transfer;Failed
O01449;QRIS;Paid
O01450;QRIS;Paid
O01451;Transfer;Paid
O01452;COD;Paid
O01453;E-Wallet;Paid
O01454;Credit Card;Paid
O01455;Transfer;Paid
O01456;QRIS;Paid
O01457;QRIS;Paid
O01458;QRIS;Paid
O01459;QRIS;Paid
O01460;COD;Paid
O01461;Transfer;Failed
O01462;E-Wallet;Failed
O01463;Credit Card;Paid
O01464;E-Wallet;Paid
O01465;Transfer;Paid
O01466;Credit Card;Paid
O01467;Credit Card;Paid
O01468;QRIS;Paid
O01469;Transfer;Failed
O01470;Transfer;Paid
O01471;Transfer;Failed
O01472;Credit Card;Paid
O01473;QRIS;Failed
O01474;E-Wallet;Paid
O01475;Credit Card;Paid
O01476;E-Wallet;Paid
O01477;Transfer;Paid
O01478;COD;Paid
O01479;COD;Paid
O01480;Credit Card;Failed
O01481;Credit Card;Paid
O01482;E-Wallet;Failed
O01483;E-Wallet;Paid
O01484;Transfer;Paid
O01485;Transfer;Paid
O01486;COD;Paid
O01487;QRIS;Paid
O01488;COD;Failed
O01489;E-Wallet;Failed
O01490;E-Wallet;Paid
O01491;E-Wallet;Failed
O01492;E-Wallet;Paid
O01493;E-Wallet;Paid
O01494;E-Wallet;Paid
O01495;QRIS;Paid
O01496;E-Wallet;Failed
O01497;COD;Failed
O01498;COD;Failed
O01499;Transfer;Paid
O01500;Transfer;Paid
O01501;QRIS;Paid
O01502;E-Wallet;Failed
O01503;COD;Failed
O01504;E-Wallet;Paid
O01505;Transfer;Paid
O01506;E-Wallet;Paid
O01507;QRIS;Paid
O01508;QRIS;Paid
O01509;E-Wallet;Paid
O01510;E-Wallet;Failed
O01511;QRIS;Paid
O01512;COD;Paid
O01513;COD;Paid
O01514;COD;Failed
O01515;QRIS;Paid
O01516;Credit Card;Paid
O01517;Credit Card;Paid
O01518;E-Wallet;Paid
O01519;E-Wallet;Paid
O01520;COD;Paid
O01521;E-Wallet;Failed
O01522;Credit Card;Failed
O01523;QRIS;Failed
O01524;E-Wallet;Paid
O01525;COD;Failed
O01526;E-Wallet;Failed
O01527;QRIS;Paid
O01528;QRIS;Paid
O01529;E-Wallet;Paid
O01530;COD;Failed
O01531;Transfer;Paid
O01532;QRIS;Paid
O01533;Credit Card;Paid
O01534;QRIS;Paid
O01535;Credit Card;Failed
O01536;COD;Paid
O01537;Transfer;Paid
O01538;Credit Card;Paid
O01539;Transfer;Paid
O01540;COD;Paid
O01541;E-Wallet;Paid
O01542;E-Wallet;Failed
O01543;Credit Card;Paid
O01544;Credit Card;Paid
O01545;Credit Card;Paid
O01546;Transfer;Paid
O01547;Transfer;Paid
O01548;Credit Card;Paid
O01549;Credit Card;Paid
O01550;E-Wallet;Paid
O01551;QRIS;Paid
O01552;QRIS;Paid
O01553;E-Wallet;Paid
O01554;COD;Failed
O01555;Transfer;Failed
O01556;E-Wallet;Paid
O01557;Transfer;Failed
O01558;QRIS;Paid
O01559;COD;Paid
O01560;E-Wallet;Paid
O01561;E-Wallet;Failed
O01562;Transfer;Paid
O01563;Credit Card;Paid
O01564;Credit Card;Paid
O01565;COD;Failed
O01566;COD;Paid
O01567;QRIS;Failed
O01568;QRIS;Paid
O01569;Credit Card;Paid
O01570;Credit Card;Paid
O01571;QRIS;Paid
O01572;Transfer;Paid
O01573;QRIS;Paid
O01574;Credit Card;Failed
O01575;Transfer;Paid
O01576;QRIS;Paid
O01577;COD;Failed
O01578;E-Wallet;Paid
O01579;QRIS;Paid
O01580;Transfer;Paid
O01581;Transfer;Paid
O01582;Transfer;Paid
O01583;Credit Card;Paid
O01584;Credit Card;Paid
O01585;E-Wallet;Paid
O01586;E-Wallet;Paid
O01587;E-Wallet;Paid
O01588;QRIS;Failed
O01589;COD;Paid
O01590;COD;Paid
O01591;E-Wallet;Failed
O01592;Credit Card;Paid
O01593;Transfer;Paid
O01594;QRIS;Paid
O01595;COD;Failed
O01596;COD;Paid
O01597;Credit Card;Paid
O01598;COD;Paid
O01599;Transfer;Failed
O01600;Credit Card;Failed
O01601;COD;Paid
O01602;E-Wallet;Paid
O01603;E-Wallet;Failed
O01604;QRIS;Paid
O01605;Credit Card;Paid
O01606;QRIS;Paid
O01607;Credit Card;Paid
O01608;QRIS;Paid
O01609;Transfer;Failed
O01610;E-Wallet;Paid
O01611;Credit Card;Paid
O01612;COD;Failed
O01613;E-Wallet;Failed
O01614;COD;Paid
O01615;Credit Card;Paid
O01616;Transfer;Paid
O01617;Transfer;Paid
O01618;COD;Failed
O01619;E-Wallet;Paid
O01620;E-Wallet;Paid
O01621;Credit Card;Failed
O01622;Transfer;Paid
O01623;Credit Card;Paid
O01624;Credit Card;Paid
O01625;QRIS;Paid
O01626;COD;Paid
O01627;Credit Card;Paid
O01628;Credit Card;Paid
O01629;COD;Paid
O01630;QRIS;Failed
O01631;COD;Paid
O01632;E-Wallet;Paid
O01633;QRIS;Paid
O01634;COD;Paid
O01635;E-Wallet;Paid
O01636;Transfer;Paid
O01637;Transfer;Failed
O01638;QRIS;Paid
O01639;E-Wallet;Paid
O01640;Transfer;Failed
O01641;QRIS;Paid
O01642;Transfer;Paid
O01643;Transfer;Failed
O01644;Credit Card;Failed
O01645;E-Wallet;Paid
O01646;Credit Card;Paid
O01647;COD;Paid
O01648;Transfer;Failed
O01649;COD;Failed
O01650;QRIS;Failed
O01651;Transfer;Failed
O01652;COD;Paid
O01653;COD;Paid
O01654;Credit Card;Paid
O01655;COD;Failed
O01656;E-Wallet;Paid
O01657;COD;Failed
O01658;QRIS;Paid
O01659;E-Wallet;Paid
O01660;E-Wallet;Paid
O01661;Transfer;Paid
O01662;QRIS;Paid
O01663;QRIS;Paid
O01664;Transfer;Paid
O01665;E-Wallet;Failed
O01666;E-Wallet;Paid
O01667;Transfer;Paid
O01668;Credit Card;Failed
O01669;QRIS;Paid
O01670;E-Wallet;Failed
O01671;Transfer;Failed
O01672;Credit Card;Paid
O01673;QRIS;Paid
O01674;COD;Paid
O01675;E-Wallet;Paid
O01676;E-Wallet;Paid
O01677;Credit Card;Paid
O01678;Transfer;Paid
O01679;E-Wallet;Paid
O01680;Transfer;Failed
O01681;COD;Paid
O01682;Credit Card;Paid
O01683;COD;Paid
O01684;Transfer;Paid
O01685;COD;Paid
O01686;Transfer;Paid
O01687;Credit Card;Failed
O01688;COD;Paid
O01689;Credit Card;Paid
O01690;E-Wallet;Failed
O01691;COD;Paid
O01692;QRIS;Paid
O01693;QRIS;Paid
O01694;Transfer;Paid
O01695;Transfer;Failed
O01696;Transfer;Failed
O01697;COD;Paid
O01698;Transfer;Paid
O01699;QRIS;Failed
O01700;Credit Card;Failed
O01701;COD;Paid
O01702;Credit Card;Failed
O01703;Transfer;Paid
O01704;E-Wallet;Paid
O01705;Credit Card;Paid
O01706;Credit Card;Paid
O01707;E-Wallet;Paid
O01708;Transfer;Paid
O01709;Transfer;Failed
O01710;Transfer;Paid
O01711;Credit Card;Paid
O01712;Credit Card;Paid
O01713;Transfer;Paid
O01714;COD;Failed
O01715;QRIS;Failed
O01716;Transfer;Failed
O01717;Credit Card;Paid
O01718;Credit Card;Paid
O01719;COD;Paid
O01720;COD;Paid
O01721;Transfer;Failed
O01722;Transfer;Failed
O01723;Transfer;Paid
O01724;QRIS;Paid
O01725;COD;Paid
O01726;QRIS;Paid
O01727;COD;Paid
O01728;Transfer;Paid
O01729;E-Wallet;Failed
O01730;QRIS;Paid
O01731;QRIS;Paid
O01732;COD;Paid
O01733;E-Wallet;Paid
O01734;Credit Card;Paid
O01735;COD;Paid
O01736;Transfer;Paid
O01737;E-Wallet;Paid
O01738;COD;Paid
O01739;Transfer;Paid
O01740;Credit Card;Paid
O01741;QRIS;Paid
O01742;Transfer;Paid
O01743;QRIS;Failed
O01744;E-Wallet;Paid
O01745;QRIS;Paid
O01746;COD;Paid
O01747;COD;Paid
O01748;COD;Paid
O01749;Credit Card;Paid
O01750;Credit Card;Paid
O01751;Transfer;Paid
O01752;Credit Card;Paid
O01753;QRIS;Paid
O01754;Credit Card;Paid
O01755;Transfer;Paid
O01756;QRIS;Paid
O01757;E-Wallet;Paid
O01758;COD;Paid
O01759;E-Wallet;Failed
O01760;QRIS;Failed
O01761;Transfer;Failed
O01762;Transfer;Paid
O01763;Transfer;Failed
O01764;QRIS;Failed
O01765;Credit Card;Paid
O01766;E-Wallet;Paid
O01767;E-Wallet;Paid
O01768;COD;Paid
O01769;E-Wallet;Paid
O01770;QRIS;Paid
O01771;Credit Card;Paid
O01772;QRIS;Paid
O01773;Credit Card;Paid
O01774;Credit Card;Paid
O01775;Credit Card;Paid
O01776;E-Wallet;Failed
O01777;E-Wallet;Failed
O01778;COD;Paid
O01779;Credit Card;Paid
O01780;Transfer;Paid
O01781;Credit Card;Failed
O01782;COD;Paid
O01783;Transfer;Failed
O01784;E-Wallet;Failed
O01785;Transfer;Paid
O01786;Credit Card;Paid
O01787;Transfer;Paid
O01788;Transfer;Paid
O01789;Credit Card;Paid
O01790;Credit Card;Failed
O01791;Credit Card;Paid
O01792;Credit Card;Paid
O01793;E-Wallet;Failed
O01794;Credit Card;Failed
O01795;E-Wallet;Failed
O01796;Credit Card;Paid
O01797;E-Wallet;Paid
O01798;E-Wallet;Paid
O01799;Credit Card;Paid
O01800;Transfer;Failed
O01801;E-Wallet;Paid
O01802;Transfer;Failed
O01803;COD;Failed
O01804;Credit Card;Paid
O01805;Transfer;Failed
O01806;QRIS;Paid
O01807;Transfer;Paid
O01808;QRIS;Paid
O01809;QRIS;Failed
O01810;E-Wallet;Paid
O01811;Credit Card;Paid
O01812;Credit Card;Paid
O01813;QRIS;Paid
O01814;Credit Card;Paid
O01815;Transfer;Paid
O01816;Transfer;Paid
O01817;QRIS;Failed
O01818;COD;Paid
O01819;QRIS;Paid
O01820;Transfer;Paid
O01821;QRIS;Paid
O01822;COD;Failed
O01823;COD;Failed
O01824;COD;Paid
O01825;QRIS;Failed
O01826;Credit Card;Paid
O01827;Credit Card;Paid
O01828;COD;Paid
O01829;Credit Card;Paid
O01830;Transfer;Failed
O01831;COD;Paid
O01832;E-Wallet;Paid
O01833;Transfer;Failed
O01834;COD;Paid
O01835;QRIS;Failed
O01836;E-Wallet;Paid
O01837;E-Wallet;Paid
O01838;Credit Card;Failed
O01839;QRIS;Paid
O01840;Transfer;Failed
O01841;COD;Failed
O01842;Transfer;Paid
O01843;Credit Card;Paid
O01844;E-Wallet;Paid
O01845;Transfer;Paid
O01846;E-Wallet;Paid
O01847;QRIS;Paid
O01848;QRIS;Paid
O01849;Credit Card;Paid
O01850;COD;Paid
O01851;Transfer;Paid
O01852;Transfer;Paid
O01853;Transfer;Failed
O01854;QRIS;Paid
O01855;QRIS;Failed
O01856;COD;Paid
O01857;COD;Paid
O01858;E-Wallet;Paid
O01859;Transfer;Paid
O01860;Credit Card;Paid
O01861;Credit Card;Paid
O01862;QRIS;Paid
O01863;Credit Card;Paid
O01864;COD;Failed
O01865;COD;Paid
O01866;Transfer;Paid
O01867;E-Wallet;Paid
O01868;Credit Card;Failed
O01869;COD;Paid
O01870;Credit Card;Paid
O01871;COD;Paid
O01872;COD;Paid
O01873;Transfer;Failed
O01874;Transfer;Paid
O01875;E-Wallet;Paid
O01876;Transfer;Paid
O01877;Credit Card;Paid
O01878;COD;Paid
O01879;COD;Paid
O01880;COD;Failed
O01881;COD;Failed
O01882;COD;Paid
O01883;QRIS;Paid
O01884;Transfer;Paid
O01885;Transfer;Paid
O01886;COD;Failed
O01887;Credit Card;Paid
O01888;Transfer;Paid
O01889;COD;Failed
O01890;Transfer;Failed
O01891;E-Wallet;Paid
O01892;E-Wallet;Paid
O01893;Transfer;Paid
O01894;COD;Failed
O01895;E-Wallet;Paid
O01896;Credit Card;Paid
O01897;E-Wallet;Paid
O01898;Credit Card;Paid
O01899;Credit Card;Failed
O01900;Credit Card;Paid
O01901;Transfer;Paid
O01902;E-Wallet;Failed
O01903;QRIS;Failed
O01904;QRIS;Paid
O01905;Transfer;Failed
O01906;COD;Paid
O01907;E-Wallet;Paid
O01908;E-Wallet;Failed
O01909;E-Wallet;Paid
O01910;QRIS;Paid
O01911;E-Wallet;Paid
O01912;E-Wallet;Failed
O01913;Credit Card;Paid
O01914;E-Wallet;Paid
O01915;Transfer;Failed
O01916;Credit Card;Paid
O01917;QRIS;Paid
O01918;QRIS;Paid
O01919;COD;Paid
O01920;Credit Card;Failed
O01921;COD;Paid
O01922;QRIS;Failed
O01923;E-Wallet;Paid
O01924;Transfer;Failed
O01925;E-Wallet;Paid
O01926;COD;Paid
O01927;E-Wallet;Failed
O01928;Credit Card;Paid
O01929;Transfer;Paid
O01930;Credit Card;Paid
O01931;COD;Paid
O01932;E-Wallet;Paid
O01933;E-Wallet;Failed
O01934;E-Wallet;Failed
O01935;Credit Card;Failed
O01936;QRIS;Paid
O01937;QRIS;Paid
O01938;COD;Failed
O01939;QRIS;Paid
O01940;Transfer;Failed
O01941;COD;Paid
O01942;Credit Card;Paid
O01943;Transfer;Paid
O01944;Transfer;Paid
O01945;Transfer;Failed
O01946;Credit Card;Paid
O01947;QRIS;Paid
O01948;COD;Paid
O01949;Credit Card;Paid
O01950;COD;Paid
O01951;COD;Paid
O01952;E-Wallet;Paid
O01953;Credit Card;Paid
O01954;Credit Card;Paid
O01955;Credit Card;Paid
O01956;Transfer;Paid
O01957;E-Wallet;Paid
O01958;Transfer;Paid
O01959;E-Wallet;Failed
O01960;E-Wallet;Failed
O01961;QRIS;Paid
O01962;Credit Card;Paid
O01963;Credit Card;Paid
O01964;COD;Paid
O01965;QRIS;Paid
O01966;COD;Failed
O01967;QRIS;Paid
O01968;Credit Card;Paid
O01969;Credit Card;Failed
O01970;COD;Paid
O01971;QRIS;Paid
O01972;Credit Card;Paid
O01973;E-Wallet;Paid
O01974;E-Wallet;Paid
O01975;Credit Card;Paid
O01976;QRIS;Failed
O01977;Credit Card;Failed
O01978;Transfer;Paid
O01979;QRIS;Failed
O01980;QRIS;Paid
O01981;Credit Card;Failed
O01982;COD;Paid
O01983;Transfer;Failed
O01984;COD;Paid
O01985;Transfer;Paid
O01986;Credit Card;Failed
O01987;QRIS;Failed
O01988;Transfer;Paid
O01989;E-Wallet;Paid
O01990;Transfer;Failed
O01991;QRIS;Paid
O01992;QRIS;Paid
O01993;E-Wallet;Paid
O01994;COD;Paid
O01995;COD;Failed
O01996;Credit Card;Paid
O01997;Credit Card;Paid
O01998;QRIS;Paid
O01999;E-Wallet;Paid
O02000;QRIS;Paid
O02001;Transfer;Paid
O02002;Transfer;Paid
O02003;COD;Paid
O02004;Transfer;Failed
O02005;Transfer;Failed
O02006;COD;Failed
O02007;Transfer;Paid
O02008;Transfer;Paid
O02009;Credit Card;Paid
O02010;COD;Failed
O02011;QRIS;Paid
O02012;Credit Card;Paid
O02013;E-Wallet;Paid
O02014;Credit Card;Paid
O02015;E-Wallet;Failed
O02016;E-Wallet;Failed
O02017;E-Wallet;Paid
O02018;E-Wallet;Failed
O02019;Transfer;Paid
O02020;E-Wallet;Failed
O02021;COD;Paid
O02022;QRIS;Paid
O02023;Transfer;Failed
O02024;COD;Paid
O02025;E-Wallet;Paid
O02026;Credit Card;Failed
O02027;E-Wallet;Paid
O02028;COD;Paid
O02029;QRIS;Paid
O02030;Transfer;Paid
O02031;Transfer;Paid
O02032;Credit Card;Paid
O02033;COD;Paid
O02034;Transfer;Paid
O02035;COD;Paid
O02036;QRIS;Failed
O02037;Transfer;Failed
O02038;E-Wallet;Failed
O02039;E-Wallet;Paid
O02040;COD;Failed
O02041;E-Wallet;Paid
O02042;COD;Paid
O02043;QRIS;Paid
O02044;Transfer;Paid
O02045;Transfer;Paid
O02046;Credit Card;Failed
O02047;QRIS;Paid
O02048;COD;Paid
O02049;COD;Paid
O02050;QRIS;Paid
O02051;QRIS;Paid
O02052;E-Wallet;Paid
O02053;E-Wallet;Paid
O02054;COD;Paid
O02055;E-Wallet;Failed
O02056;Credit Card;Paid
O02057;Credit Card;Paid
O02058;Credit Card;Paid
O02059;E-Wallet;Failed
O02060;COD;Paid
O02061;COD;Paid
O02062;Credit Card;Failed
O02063;E-Wallet;Paid
O02064;E-Wallet;Paid
O02065;Transfer;Paid
O02066;COD;Paid
O02067;Credit Card;Paid
O02068;COD;Failed
O02069;E-Wallet;Paid
O02070;E-Wallet;Paid
O02071;COD;Paid
O02072;COD;Paid
O02073;E-Wallet;Paid
O02074;COD;Paid
O02075;E-Wallet;Paid
O02076;Credit Card;Paid
O02077;Credit Card;Paid
O02078;Credit Card;Paid
O02079;Transfer;Paid
O02080;COD;Paid
O02081;Credit Card;Paid
O02082;COD;Paid
O02083;QRIS;Paid
O02084;Transfer;Paid
O02085;E-Wallet;Failed
O02086;QRIS;Paid
O02087;Credit Card;Paid
O02088;Credit Card;Paid
O02089;Credit Card;Paid
O02090;Credit Card;Failed
O02091;Transfer;Failed
O02092;Credit Card;Paid
O02093;E-Wallet;Paid
O02094;E-Wallet;Paid
O02095;Transfer;Paid
O02096;COD;Failed
O02097;Transfer;Paid
O02098;QRIS;Paid
O02099;Credit Card;Paid
O02100;Credit Card;Paid
O02101;COD;Paid
O02102;QRIS;Paid
O02103;QRIS;Paid
O02104;Credit Card;Paid
O02105;COD;Failed
O02106;QRIS;Paid
O02107;QRIS;Paid
O02108;Credit Card;Failed
O02109;Credit Card;Paid
